GID,GO,EVIDENCE,Aspect
LotjaGi1g1v0073600.1,GO:0055114,ISS,P
LotjaGi1g1v0073600.1,GO:0046274,ISS,P
LotjaGi1g1v0073600.2,GO:0055114,ISS,P
LotjaGi1g1v0073800.1,GO:0006355,ISS,P
LotjaGi1g1v0074300.1,GO:0006826,ISS,P
LotjaGi1g1v0074300.1,GO:0006879,ISS,P
LotjaGi1g1v0074400.1,GO:0006412,ISS,P
LotjaGi1g1v0074400.2,GO:0006412,ISS,P
LotjaGi1g1v0074400.3,GO:0006412,ISS,P
LotjaGi1g1v0074800.1,GO:0045454,ISS,P
LotjaGi1g1v0074900.1,GO:0006468,ISS,P
LotjaGi1g1v0075000.1,GO:0016567,ISS,P
LotjaGi1g1v0075200.1,GO:0002098,ISS,P
LotjaGi1g1v0075200.3,GO:0002098,ISS,P
LotjaGi1g1v0075500.1,GO:0006355,ISS,P
LotjaGi1g1v0075500.1,GO:0009738,ISS,P
LotjaGi1g1v0076400.1,GO:0006886,ISS,P
LotjaGi1g1v0076400.1,GO:0016192,ISS,P
LotjaGi1g1v0076400.2,GO:0006886,ISS,P
LotjaGi1g1v0076400.2,GO:0016192,ISS,P
LotjaGi1g1v0076400.3,GO:0006886,ISS,P
LotjaGi1g1v0076400.3,GO:0016192,ISS,P
LotjaGi1g1v0076400.4,GO:0006886,ISS,P
LotjaGi1g1v0076400.4,GO:0016192,ISS,P
LotjaGi1g1v0076400.6,GO:0006886,ISS,P
LotjaGi1g1v0076400.6,GO:0016192,ISS,P
LotjaGi1g1v0076400.7,GO:0006886,ISS,P
LotjaGi1g1v0076400.7,GO:0016192,ISS,P
LotjaGi1g1v0076700.1,GO:0050826,ISS,P
LotjaGi1g1v0076900.2,GO:0016192,ISS,P
LotjaGi1g1v0077100.1,GO:0055114,ISS,P
LotjaGi1g1v0077200.1,GO:0006468,ISS,P
LotjaGi1g1v0077500.1,GO:0006468,ISS,P
LotjaGi1g1v0077600.1,GO:0035556,ISS,P
LotjaGi1g1v0077600.1,GO:0006629,ISS,P
LotjaGi1g1v0077600.1,GO:0007165,ISS,P
LotjaGi1g1v0077700.1,GO:0035556,ISS,P
LotjaGi1g1v0077700.1,GO:0006629,ISS,P
LotjaGi1g1v0077700.1,GO:0007165,ISS,P
LotjaGi1g1v0077700.2,GO:0035556,ISS,P
LotjaGi1g1v0077700.2,GO:0006629,ISS,P
LotjaGi1g1v0077700.2,GO:0007165,ISS,P
LotjaGi1g1v0077700.3,GO:0035556,ISS,P
LotjaGi1g1v0077700.3,GO:0006629,ISS,P
LotjaGi1g1v0077700.3,GO:0007165,ISS,P
LotjaGi1g1v0077800.1,GO:0035556,ISS,P
LotjaGi1g1v0077800.1,GO:0006629,ISS,P
LotjaGi1g1v0077800.1,GO:0007165,ISS,P
LotjaGi1g1v0077900.1,GO:0055114,ISS,P
LotjaGi1g1v0077900.2,GO:0055114,ISS,P
LotjaGi1g1v0077900.3,GO:0055114,ISS,P
LotjaGi1g1v0079300.1,GO:0006886,ISS,P
LotjaGi1g1v0079300.1,GO:0016192,ISS,P
LotjaGi1g1v0079300.2,GO:0016192,ISS,P
LotjaGi1g1v0079400.1,GO:0042254,ISS,P
LotjaGi1g1v0079600.1,GO:0042254,ISS,P
LotjaGi1g1v0079700.1,GO:0006952,ISS,P
LotjaGi1g1v0080000.1,GO:0055085,ISS,P
LotjaGi1g1v0080000.2,GO:0055085,ISS,P
LotjaGi1g1v0080000.3,GO:0055085,ISS,P
LotjaGi1g1v0080100_LC.1,GO:0006508,ISS,P
LotjaGi1g1v0080700.1,GO:0006465,ISS,P
LotjaGi1g1v0080900.1,GO:0006465,ISS,P
LotjaGi1g1v0080900.2,GO:0006465,ISS,P
LotjaGi1g1v0080900.3,GO:0006465,ISS,P
LotjaGi1g1v0080900.4,GO:0006465,ISS,P
LotjaGi1g1v0081300.1,GO:0055114,ISS,P
LotjaGi1g1v0081300.1,GO:0046274,ISS,P
LotjaGi1g1v0081300.2,GO:0055114,ISS,P
LotjaGi1g1v0081300.2,GO:0046274,ISS,P
LotjaGi1g1v0081500.1,GO:0009152,ISS,P
LotjaGi1g1v0081500.1,GO:0006188,ISS,P
LotjaGi1g1v0081800.1,GO:0005975,ISS,P
LotjaGi1g1v0082400.1,GO:0006412,ISS,P
LotjaGi1g1v0083300.1,GO:0005975,ISS,P
LotjaGi1g1v0083300.1,GO:0071704,ISS,P
LotjaGi1g1v0083300.2,GO:0005975,ISS,P
LotjaGi1g1v0083300.2,GO:0071704,ISS,P
LotjaGi1g1v0083300.3,GO:0005975,ISS,P
LotjaGi1g1v0083300.3,GO:0071704,ISS,P
LotjaGi1g1v0083300.4,GO:0005975,ISS,P
LotjaGi1g1v0083300.4,GO:0071704,ISS,P
LotjaGi1g1v0084400_LC.1,GO:0007017,ISS,P
LotjaGi1g1v0084400_LC.1,GO:0007020,ISS,P
LotjaGi1g1v0084400_LC.1,GO:0031122,ISS,P
LotjaGi1g1v0084400_LC.3,GO:0007017,ISS,P
LotjaGi1g1v0084400_LC.3,GO:0007020,ISS,P
LotjaGi1g1v0084400_LC.3,GO:0031122,ISS,P
LotjaGi1g1v0084800.1,GO:0006508,ISS,P
LotjaGi1g1v0084800.2,GO:0006508,ISS,P
LotjaGi1g1v0084800.3,GO:0006508,ISS,P
LotjaGi1g1v0084800.4,GO:0006508,ISS,P
LotjaGi1g1v0084800.5,GO:0006508,ISS,P
LotjaGi1g1v0084800.6,GO:0006508,ISS,P
LotjaGi1g1v0085200.1,GO:0006508,ISS,P
LotjaGi1g1v0085200.2,GO:0006508,ISS,P
LotjaGi1g1v0085500_LC.1,GO:0055114,ISS,P
LotjaGi1g1v0085500_LC.2,GO:0055114,ISS,P
LotjaGi1g1v0085500_LC.3,GO:0055114,ISS,P
LotjaGi1g1v0085500_LC.6,GO:0055114,ISS,P
LotjaGi1g1v0085500_LC.7,GO:0055114,ISS,P
LotjaGi1g1v0085500_LC.8,GO:0055114,ISS,P
LotjaGi1g1v0085800.1,GO:0055085,ISS,P
LotjaGi1g1v0085800.2,GO:0055085,ISS,P
LotjaGi1g1v0086300.1,GO:0009396,ISS,P
LotjaGi1g1v0086300.1,GO:0009058,ISS,P
LotjaGi1g1v0086500.1,GO:0006561,ISS,P
LotjaGi1g1v0086500.1,GO:0055114,ISS,P
LotjaGi1g1v0086500.2,GO:0006561,ISS,P
LotjaGi1g1v0086500.2,GO:0055114,ISS,P
LotjaGi1g1v0086700.1,GO:0006348,ISS,P
LotjaGi1g1v0086700.1,GO:0016573,ISS,P
LotjaGi1g1v0086700.1,GO:0006325,ISS,P
LotjaGi1g1v0086800.1,GO:0009058,ISS,P
LotjaGi1g1v0087200.1,GO:0006470,ISS,P
LotjaGi1g1v0087500.2,GO:0032012,ISS,P
LotjaGi1g1v0087500.3,GO:0032012,ISS,P
LotjaGi1g1v0087500.5,GO:0032012,ISS,P
LotjaGi1g1v0088800.1,GO:0006508,ISS,P
LotjaGi1g1v0089200.1,GO:0009664,ISS,P
LotjaGi1g1v0089200.2,GO:0009664,ISS,P
LotjaGi1g1v0089200.3,GO:0009664,ISS,P
LotjaGi1g1v0089300.1,GO:0031047,ISS,P
LotjaGi1g1v0090000_LC.1,GO:0000723,ISS,P
LotjaGi1g1v0090000_LC.1,GO:0006281,ISS,P
LotjaGi1g1v0090500.1,GO:0006886,ISS,P
LotjaGi1g1v0090500.1,GO:0016192,ISS,P
LotjaGi1g1v0090900.1,GO:0006364,ISS,P
LotjaGi1g1v0090900.1,GO:0030488,ISS,P
LotjaGi1g1v0090900.1,GO:0070475,ISS,P
LotjaGi1g1v0091000.1,GO:0006468,ISS,P
LotjaGi1g1v0091000.2,GO:0006468,ISS,P
LotjaGi1g1v0091000.3,GO:0006468,ISS,P
LotjaGi1g1v0091400.2,GO:0009443,ISS,P
LotjaGi1g1v0091400.3,GO:0009443,ISS,P
LotjaGi1g1v0092300.1,GO:0006355,ISS,P
LotjaGi1g1v0092300.1,GO:0006334,ISS,P
LotjaGi1g1v0092700.1,GO:0042254,ISS,P
LotjaGi1g1v0094500.1,GO:0005975,ISS,P
LotjaGi1g1v0094500.2,GO:0005975,ISS,P
LotjaGi1g1v0094500.3,GO:0005975,ISS,P
LotjaGi1g1v0094500.5,GO:0005975,ISS,P
LotjaGi1g1v0094500.6,GO:0005975,ISS,P
LotjaGi1g1v0094900.1,GO:0006396,ISS,P
LotjaGi1g1v0095000.1,GO:0006468,ISS,P
LotjaGi1g1v0095400.1,GO:0006807,ISS,P
LotjaGi1g1v0095400.1,GO:0006542,ISS,P
LotjaGi1g1v0095700.1,GO:0006508,ISS,P
LotjaGi1g1v0095900_LC.1,GO:0001678,ISS,P
LotjaGi1g1v0095900_LC.1,GO:0005975,ISS,P
LotjaGi1g1v0096100.1,GO:0006813,ISS,P
LotjaGi1g1v0096100.1,GO:0006811,ISS,P
LotjaGi1g1v0096100.1,GO:0055085,ISS,P
LotjaGi1g1v0096100.2,GO:0006813,ISS,P
LotjaGi1g1v0096100.2,GO:0006811,ISS,P
LotjaGi1g1v0096100.2,GO:0055085,ISS,P
LotjaGi1g1v0096200.1,GO:0006468,ISS,P
LotjaGi1g1v0097100.1,GO:0006468,ISS,P
LotjaGi1g1v0097700_LC.1,GO:0015074,ISS,P
LotjaGi1g1v0098900.1,GO:0006468,ISS,P
LotjaGi1g1v0099000.1,GO:0019752,ISS,P
LotjaGi1g1v0099000.1,GO:0006536,ISS,P
LotjaGi1g1v0099100_LC.1,GO:0019752,ISS,P
LotjaGi1g1v0099100_LC.2,GO:0019752,ISS,P
LotjaGi1g1v0099600.1,GO:0006011,ISS,P
LotjaGi1g1v0099800.1,GO:0009664,ISS,P
LotjaGi1g1v0100100.1,GO:0006355,ISS,P
LotjaGi1g1v0100200_LC.1,GO:0015074,ISS,P
LotjaGi1g1v0100300.1,GO:0005985,ISS,P
LotjaGi1g1v0100300.2,GO:0005985,ISS,P
LotjaGi1g1v0100600.1,GO:0009058,ISS,P
LotjaGi1g1v0101700.1,GO:0006355,ISS,P
LotjaGi1g1v0101700.1,GO:0009725,ISS,P
LotjaGi1g1v0101700.2,GO:0006355,ISS,P
LotjaGi1g1v0101700.2,GO:0009725,ISS,P
LotjaGi1g1v0103300.1,GO:0007064,ISS,P
LotjaGi1g1v0103300.2,GO:0007064,ISS,P
LotjaGi1g1v0103300.3,GO:0007064,ISS,P
LotjaGi1g1v0103300.4,GO:0007064,ISS,P
LotjaGi1g1v0103300.5,GO:0007064,ISS,P
LotjaGi1g1v0103400.1,GO:0055085,ISS,P
LotjaGi1g1v0103400.2,GO:0055085,ISS,P
LotjaGi1g1v0103400.3,GO:0055085,ISS,P
LotjaGi1g1v0104000.1,GO:0006812,ISS,P
LotjaGi1g1v0104000.1,GO:0055085,ISS,P
LotjaGi1g1v0104000.2,GO:0006812,ISS,P
LotjaGi1g1v0104000.2,GO:0055085,ISS,P
LotjaGi1g1v0104300_LC.1,GO:0006468,ISS,P
LotjaGi1g1v0104700.1,GO:0006468,ISS,P
LotjaGi1g1v0104800.1,GO:0009638,ISS,P
LotjaGi1g1v0104800.2,GO:0009638,ISS,P
LotjaGi1g1v0104900.1,GO:0006468,ISS,P
LotjaGi1g1v0105200.1,GO:0006355,ISS,P
LotjaGi1g1v0105300.1,GO:0006413,ISS,P
LotjaGi1g1v0105500.1,GO:0006468,ISS,P
LotjaGi1g1v0105500.2,GO:0006468,ISS,P
LotjaGi1g1v0105600_LC.1,GO:0006468,ISS,P
LotjaGi1g1v0106100.1,GO:0055114,ISS,P
LotjaGi1g1v0106100.2,GO:0055114,ISS,P
LotjaGi1g1v0106100.3,GO:0055114,ISS,P
LotjaGi1g1v0106500.1,GO:0006355,ISS,P
LotjaGi1g1v0106800.1,GO:0009664,ISS,P
LotjaGi1g1v0106800.2,GO:0009664,ISS,P
LotjaGi1g1v0107000.1,GO:0006468,ISS,P
LotjaGi1g1v0107400_LC.1,GO:0015074,ISS,P
LotjaGi1g1v0107900.1,GO:0006468,ISS,P
LotjaGi1g1v0107900.1,GO:0007165,ISS,P
LotjaGi1g1v0108000.1,GO:0006468,ISS,P
LotjaGi1g1v0108000.1,GO:0007165,ISS,P
LotjaGi1g1v0108400.1,GO:0016567,ISS,P
LotjaGi1g1v0108500.1,GO:0006979,ISS,P
LotjaGi1g1v0108500.1,GO:0055114,ISS,P
LotjaGi1g1v0108500.1,GO:0042744,ISS,P
LotjaGi1g1v0108800.1,GO:0006979,ISS,P
LotjaGi1g1v0108800.1,GO:0055114,ISS,P
LotjaGi1g1v0108800.1,GO:0042744,ISS,P
LotjaGi1g1v0109000.1,GO:0006979,ISS,P
LotjaGi1g1v0109000.1,GO:0055114,ISS,P
LotjaGi1g1v0109000.1,GO:0042744,ISS,P
LotjaGi1g1v0109100.1,GO:0006979,ISS,P
LotjaGi1g1v0109100.1,GO:0055114,ISS,P
LotjaGi1g1v0109100.1,GO:0042744,ISS,P
LotjaGi1g1v0109200.1,GO:0006979,ISS,P
LotjaGi1g1v0109200.1,GO:0055114,ISS,P
LotjaGi1g1v0109200.1,GO:0042744,ISS,P
LotjaGi1g1v0109200.2,GO:0006979,ISS,P
LotjaGi1g1v0109200.2,GO:0055114,ISS,P
LotjaGi1g1v0109200.2,GO:0042744,ISS,P
LotjaGi1g1v0109500.1,GO:0001522,ISS,P
LotjaGi1g1v0109500.1,GO:0009451,ISS,P
LotjaGi1g1v0110600.1,GO:0001522,ISS,P
LotjaGi1g1v0110600.1,GO:0009451,ISS,P
LotjaGi1g1v0111800.1,GO:0006355,ISS,P
LotjaGi1g1v0112200.1,GO:0006886,ISS,P
LotjaGi1g1v0112400.1,GO:0006887,ISS,P
LotjaGi1g1v0112500.1,GO:0006887,ISS,P
LotjaGi1g1v0112600.1,GO:0006887,ISS,P
LotjaGi1g1v0112700.1,GO:0006887,ISS,P
LotjaGi1g1v0112800.1,GO:0006506,ISS,P
LotjaGi1g1v0114400.1,GO:0055114,ISS,P
LotjaGi1g1v0114400.1,GO:0046274,ISS,P
LotjaGi1g1v0114400.2,GO:0055114,ISS,P
LotjaGi1g1v0114400.2,GO:0046274,ISS,P
LotjaGi1g1v0114600.1,GO:0055085,ISS,P
LotjaGi1g1v0114600.2,GO:0055085,ISS,P
LotjaGi1g1v0116000.1,GO:0006468,ISS,P
LotjaGi1g1v0116200.1,GO:0006464,ISS,P
LotjaGi1g1v0116200.2,GO:0006464,ISS,P
LotjaGi1g1v0116200.3,GO:0006464,ISS,P
LotjaGi1g1v0116200.6,GO:0006464,ISS,P
LotjaGi1g1v0116400.1,GO:0045454,ISS,P
LotjaGi1g1v0116800.1,GO:0006887,ISS,P
LotjaGi1g1v0116900_LC.1,GO:0006355,ISS,P
LotjaGi1g1v0117000.1,GO:0030001,ISS,P
LotjaGi1g1v0117000.1,GO:0055085,ISS,P
LotjaGi1g1v0117000.1,GO:0071577,ISS,P
LotjaGi1g1v0117500.1,GO:0006003,ISS,P
LotjaGi1g1v0117500.1,GO:0006000,ISS,P
LotjaGi1g1v0117700.1,GO:0006914,ISS,P
LotjaGi1g1v0117800.1,GO:0071805,ISS,P
LotjaGi1g1v0117800.2,GO:0071805,ISS,P
LotjaGi1g1v0117800.3,GO:0071805,ISS,P
LotjaGi1g1v0118000_LC.1,GO:0006468,ISS,P
LotjaGi1g1v0118100.1,GO:0006470,ISS,P
LotjaGi1g1v0118200.1,GO:0006529,ISS,P
LotjaGi1g1v0118200.3,GO:0006529,ISS,P
LotjaGi1g1v0118200.4,GO:0006529,ISS,P
LotjaGi1g1v0118200.5,GO:0006529,ISS,P
LotjaGi1g1v0118200.6,GO:0006529,ISS,P
LotjaGi1g1v0118600.1,GO:0006468,ISS,P
LotjaGi1g1v0118600.2,GO:0006468,ISS,P
LotjaGi1g1v0118600.3,GO:0006468,ISS,P
LotjaGi1g1v0118800.1,GO:0006556,ISS,P
LotjaGi1g1v0119000.1,GO:0055114,ISS,P
LotjaGi1g1v0119000.2,GO:0055114,ISS,P
LotjaGi1g1v0119600.1,GO:0006629,ISS,P
LotjaGi1g1v0119600.1,GO:0055114,ISS,P
LotjaGi1g1v0120100.1,GO:0035556,ISS,P
LotjaGi1g1v0120100.1,GO:0006629,ISS,P
LotjaGi1g1v0120100.1,GO:0007165,ISS,P
LotjaGi1g1v0120200.1,GO:0035556,ISS,P
LotjaGi1g1v0120200.1,GO:0006629,ISS,P
LotjaGi1g1v0120200.1,GO:0007165,ISS,P
LotjaGi1g1v0120300.1,GO:0002098,ISS,P
LotjaGi1g1v0120400.1,GO:0016226,ISS,P
LotjaGi1g1v0120500.1,GO:0010264,ISS,P
LotjaGi1g1v0120600.1,GO:0006812,ISS,P
LotjaGi1g1v0120600.1,GO:0055085,ISS,P
LotjaGi1g1v0120600.1,GO:0006816,ISS,P
LotjaGi1g1v0120600.2,GO:0006812,ISS,P
LotjaGi1g1v0120600.2,GO:0055085,ISS,P
LotjaGi1g1v0120600.2,GO:0006816,ISS,P
LotjaGi1g1v0120900_LC.1,GO:0000723,ISS,P
LotjaGi1g1v0120900_LC.1,GO:0006281,ISS,P
LotjaGi1g1v0120900_LC.2,GO:0000723,ISS,P
LotjaGi1g1v0120900_LC.2,GO:0006281,ISS,P
LotjaGi1g1v0121000.1,GO:0006281,ISS,P
LotjaGi1g1v0121500.1,GO:0006412,ISS,P
LotjaGi1g1v0122400.1,GO:0055114,ISS,P
LotjaGi1g1v0122700.1,GO:0016579,ISS,P
LotjaGi1g1v0122700.2,GO:0016579,ISS,P
LotjaGi1g1v0122800.1,GO:0006508,ISS,P
LotjaGi1g1v0123200.1,GO:0005975,ISS,P
LotjaGi1g1v0123200.2,GO:0005975,ISS,P
LotjaGi1g1v0123400.1,GO:0055114,ISS,P
LotjaGi1g1v0123400.1,GO:0046274,ISS,P
LotjaGi1g1v0123400.2,GO:0055114,ISS,P
LotjaGi1g1v0123400.2,GO:0046274,ISS,P
LotjaGi1g1v0123500.1,GO:0055085,ISS,P
LotjaGi1g1v0123500.1,GO:0006857,ISS,P
LotjaGi1g1v0124100.1,GO:0055085,ISS,P
LotjaGi1g1v0124800.1,GO:0006468,ISS,P
LotjaGi1g1v0125400.1,GO:0006396,ISS,P
LotjaGi1g1v0125400.2,GO:0006396,ISS,P
LotjaGi1g1v0125400.3,GO:0006396,ISS,P
LotjaGi1g1v0125400.4,GO:0006396,ISS,P
LotjaGi1g1v0126000.1,GO:0030001,ISS,P
LotjaGi1g1v0126300.1,GO:0030001,ISS,P
LotjaGi1g1v0126300.2,GO:0030001,ISS,P
LotjaGi1g1v0126800.1,GO:0006096,ISS,P
LotjaGi1g1v0126800.2,GO:0006096,ISS,P
LotjaGi1g1v0126800.3,GO:0006096,ISS,P
LotjaGi1g1v0126900.1,GO:0006355,ISS,P
LotjaGi1g1v0127000.1,GO:0006355,ISS,P
LotjaGi1g1v0127000.2,GO:0006355,ISS,P
LotjaGi1g1v0127300.1,GO:0006412,ISS,P
LotjaGi1g1v0127300.2,GO:0006412,ISS,P
LotjaGi1g1v0127400.1,GO:0006468,ISS,P
LotjaGi1g1v0127700.1,GO:0006298,ISS,P
LotjaGi1g1v0127700.1,GO:0045910,ISS,P
LotjaGi1g1v0127900.1,GO:0008033,ISS,P
LotjaGi1g1v0127900.1,GO:0016070,ISS,P
LotjaGi1g1v0128300.1,GO:0006914,ISS,P
LotjaGi1g1v0129000.1,GO:0019243,ISS,P
LotjaGi1g1v0129500.1,GO:0006412,ISS,P
LotjaGi1g1v0129500.2,GO:0006412,ISS,P
LotjaGi1g1v0129500.3,GO:0006412,ISS,P
LotjaGi1g1v0129500.4,GO:0006412,ISS,P
LotjaGi1g1v0129600.1,GO:0006468,ISS,P
LotjaGi1g1v0129700.1,GO:0006468,ISS,P
LotjaGi1g1v0129800.1,GO:0006468,ISS,P
LotjaGi1g1v0129900.1,GO:0006468,ISS,P
LotjaGi1g1v0129900.2,GO:0006468,ISS,P
LotjaGi1g1v0129900.3,GO:0006468,ISS,P
LotjaGi1g1v0129900.4,GO:0006468,ISS,P
LotjaGi1g1v0129900.5,GO:0006468,ISS,P
LotjaGi1g1v0129900.6,GO:0006468,ISS,P
LotjaGi1g1v0129900.7,GO:0006468,ISS,P
LotjaGi1g1v0130000.1,GO:0006817,ISS,P
LotjaGi1g1v0130000.1,GO:0055085,ISS,P
LotjaGi1g1v0130200_LC.1,GO:0006952,ISS,P
LotjaGi1g1v0130500.1,GO:0006468,ISS,P
LotjaGi1g1v0131500.1,GO:0009058,ISS,P
LotjaGi1g1v0131500.4,GO:0009058,ISS,P
LotjaGi1g1v0131500.5,GO:0009058,ISS,P
LotjaGi1g1v0131900_LC.1,GO:0006355,ISS,P
LotjaGi1g1v0132200.1,GO:0005975,ISS,P
LotjaGi1g1v0132200.1,GO:0055114,ISS,P
LotjaGi1g1v0132200.1,GO:0006072,ISS,P
LotjaGi1g1v0132200.1,GO:0046168,ISS,P
LotjaGi1g1v0132200.2,GO:0006072,ISS,P
LotjaGi1g1v0132200.2,GO:0055114,ISS,P
LotjaGi1g1v0132200.2,GO:0046168,ISS,P
LotjaGi1g1v0132200.3,GO:0005975,ISS,P
LotjaGi1g1v0132200.3,GO:0055114,ISS,P
LotjaGi1g1v0132200.3,GO:0006072,ISS,P
LotjaGi1g1v0132200.3,GO:0046168,ISS,P
LotjaGi1g1v0132200.4,GO:0005975,ISS,P
LotjaGi1g1v0132200.4,GO:0055114,ISS,P
LotjaGi1g1v0132200.4,GO:0006072,ISS,P
LotjaGi1g1v0132300.1,GO:0015770,ISS,P
LotjaGi1g1v0132400.1,GO:0055085,ISS,P
LotjaGi1g1v0132400.2,GO:0055085,ISS,P
LotjaGi1g1v0132500.1,GO:0033014,ISS,P
LotjaGi1g1v0132500.1,GO:0055114,ISS,P
LotjaGi1g1v0132500.4,GO:0033014,ISS,P
LotjaGi1g1v0132500.4,GO:0055114,ISS,P
LotjaGi1g1v0132600_LC.1,GO:0043666,ISS,P
LotjaGi1g1v0132800.1,GO:0006355,ISS,P
LotjaGi1g1v0133300_LC.1,GO:0006468,ISS,P
LotjaGi1g1v0133700.1,GO:0055114,ISS,P
LotjaGi1g1v0134300.1,GO:0006468,ISS,P
LotjaGi1g1v0134300.1,GO:0007165,ISS,P
LotjaGi1g1v0134300.2,GO:0006468,ISS,P
LotjaGi1g1v0134300.2,GO:0007165,ISS,P
LotjaGi1g1v0134300.3,GO:0006468,ISS,P
LotjaGi1g1v0134300.3,GO:0007165,ISS,P
LotjaGi1g1v0134300.4,GO:0006468,ISS,P
LotjaGi1g1v0134300.4,GO:0007165,ISS,P
LotjaGi1g1v0134300.5,GO:0007165,ISS,P
LotjaGi1g1v0134500.1,GO:0019264,ISS,P
LotjaGi1g1v0134500.1,GO:0035999,ISS,P
LotjaGi1g1v0134500.2,GO:0019264,ISS,P
LotjaGi1g1v0134500.2,GO:0035999,ISS,P
LotjaGi1g1v0134600.1,GO:0006355,ISS,P
LotjaGi1g1v0134600.1,GO:0045944,ISS,P
LotjaGi1g1v0134600.2,GO:0006355,ISS,P
LotjaGi1g1v0134600.2,GO:0045944,ISS,P
LotjaGi1g1v0134600.3,GO:0006355,ISS,P
LotjaGi1g1v0134600.3,GO:0045944,ISS,P
LotjaGi1g1v0134600.4,GO:0006355,ISS,P
LotjaGi1g1v0134600.4,GO:0045944,ISS,P
LotjaGi1g1v0134600.5,GO:0006355,ISS,P
LotjaGi1g1v0135200.1,GO:0006367,ISS,P
LotjaGi1g1v0136200_LC.1,GO:0006355,ISS,P
LotjaGi1g1v0136200_LC.2,GO:0006355,ISS,P
LotjaGi1g1v0136300.1,GO:0006355,ISS,P
LotjaGi1g1v0136500.1,GO:0006468,ISS,P
LotjaGi1g1v0137100.1,GO:0007018,ISS,P
LotjaGi1g1v0137200.1,GO:0006508,ISS,P
LotjaGi1g1v0137200.2,GO:0006508,ISS,P
LotjaGi1g1v0137400.1,GO:0006355,ISS,P
LotjaGi1g1v0137400.1,GO:0045944,ISS,P
LotjaGi1g1v0137600.1,GO:0055114,ISS,P
LotjaGi1g1v0137800.1,GO:0015976,ISS,P
LotjaGi1g1v0137900.1,GO:0006886,ISS,P
LotjaGi1g1v0137900.1,GO:0016192,ISS,P
LotjaGi1g1v0138100.1,GO:0016579,ISS,P
LotjaGi1g1v0138100.1,GO:0006511,ISS,P
LotjaGi1g1v0138800.1,GO:0006094,ISS,P
LotjaGi1g1v0138800.1,GO:0006096,ISS,P
LotjaGi1g1v0140400.1,GO:0006164,ISS,P
LotjaGi1g1v0140500.1,GO:0006457,ISS,P
LotjaGi1g1v0140500.2,GO:0006457,ISS,P
LotjaGi1g1v0140500.2,GO:0009408,ISS,P
LotjaGi1g1v0140500.3,GO:0006457,ISS,P
LotjaGi1g1v0140500.3,GO:0009408,ISS,P
LotjaGi1g1v0140700.1,GO:0055114,ISS,P
LotjaGi1g1v0141900.1,GO:0006508,ISS,P
LotjaGi1g1v0142700.1,GO:0006468,ISS,P
LotjaGi1g1v0143000.1,GO:0009073,ISS,P
LotjaGi1g1v0143000.2,GO:0009073,ISS,P
LotjaGi1g1v0145800.1,GO:0055085,ISS,P
LotjaGi1g1v0145900.1,GO:0009785,ISS,P
LotjaGi1g1v0146200.1,GO:0016575,ISS,P
LotjaGi1g1v0146200.2,GO:0016575,ISS,P
LotjaGi1g1v0146200.6,GO:0016575,ISS,P
LotjaGi1g1v0146300.1,GO:0055085,ISS,P
LotjaGi1g1v0146300.2,GO:0055085,ISS,P
LotjaGi1g1v0146300.3,GO:0055085,ISS,P
LotjaGi1g1v0146300.4,GO:0055085,ISS,P
LotjaGi1g1v0146800.1,GO:0055085,ISS,P
LotjaGi1g1v0146800.2,GO:0055085,ISS,P
LotjaGi1g1v0147000.1,GO:0045454,ISS,P
LotjaGi1g1v0147200.1,GO:0005992,ISS,P
LotjaGi1g1v0147400.1,GO:0006355,ISS,P
LotjaGi1g1v0147500.1,GO:0006355,ISS,P
LotjaGi1g1v0147600.1,GO:0005975,ISS,P
LotjaGi1g1v0147800.1,GO:0006096,ISS,P
LotjaGi1g1v0147800.2,GO:0006096,ISS,P
LotjaGi1g1v0148100.1,GO:0005975,ISS,P
LotjaGi1g1v0148100.1,GO:0007015,ISS,P
LotjaGi1g1v0148200_LC.1,GO:0007015,ISS,P
LotjaGi1g1v0148300.1,GO:0005975,ISS,P
LotjaGi1g1v0148300.1,GO:0007015,ISS,P
LotjaGi1g1v0148400.1,GO:0005975,ISS,P
LotjaGi1g1v0148400.1,GO:0007015,ISS,P
LotjaGi1g1v0148400.2,GO:0005975,ISS,P
LotjaGi1g1v0148400.2,GO:0007015,ISS,P
LotjaGi1g1v0149100.1,GO:0008272,ISS,P
LotjaGi1g1v0149100.1,GO:0055085,ISS,P
LotjaGi1g1v0149100.3,GO:0008272,ISS,P
LotjaGi1g1v0149100.3,GO:0055085,ISS,P
LotjaGi1g1v0149100.4,GO:0008272,ISS,P
LotjaGi1g1v0149100.4,GO:0055085,ISS,P
LotjaGi1g1v0149100.5,GO:0008272,ISS,P
LotjaGi1g1v0149100.5,GO:0055085,ISS,P
LotjaGi1g1v0149200.1,GO:0008272,ISS,P
LotjaGi1g1v0149200.1,GO:0055085,ISS,P
LotjaGi1g1v0149200.2,GO:0008272,ISS,P
LotjaGi1g1v0149200.2,GO:0055085,ISS,P
LotjaGi1g1v0149300.1,GO:0045944,ISS,P
LotjaGi1g1v0149400.2,GO:0006508,ISS,P
LotjaGi1g1v0149800.1,GO:0009058,ISS,P
LotjaGi1g1v0150000.1,GO:0035556,ISS,P
LotjaGi1g1v0150000.1,GO:0045454,ISS,P
LotjaGi1g1v0150600.1,GO:0006355,ISS,P
LotjaGi1g1v0150600.1,GO:0006351,ISS,P
