GID,GO,EVIDENCE,Aspect
LotjaGi3g1v0265700.2,GO:0005975,ISS,P
LotjaGi3g1v0265700.3,GO:0005975,ISS,P
LotjaGi3g1v0265700.4,GO:0005975,ISS,P
LotjaGi3g1v0265700.5,GO:0005975,ISS,P
LotjaGi3g1v0266200.1,GO:0006952,ISS,P
LotjaGi3g1v0266200.2,GO:0006952,ISS,P
LotjaGi3g1v0266400_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0266500_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0266700_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0266900_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0267000_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0267200_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0267300_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0267400_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0267800_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0268400_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0268500.1,GO:0006418,ISS,P
LotjaGi3g1v0268600.1,GO:0006662,ISS,P
LotjaGi3g1v0268600.1,GO:0045454,ISS,P
LotjaGi3g1v0268800.1,GO:0015074,ISS,P
LotjaGi3g1v0268900.2,GO:0006886,ISS,P
LotjaGi3g1v0268900.2,GO:0006888,ISS,P
LotjaGi3g1v0268900.3,GO:0006886,ISS,P
LotjaGi3g1v0268900.3,GO:0006888,ISS,P
LotjaGi3g1v0269200.1,GO:0055114,ISS,P
LotjaGi3g1v0269200.2,GO:0055114,ISS,P
LotjaGi3g1v0269200.3,GO:0055114,ISS,P
LotjaGi3g1v0269600.1,GO:0006281,ISS,P
LotjaGi3g1v0269600.1,GO:0000724,ISS,P
LotjaGi3g1v0270300_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0270400.1,GO:0006355,ISS,P
LotjaGi3g1v0270400.2,GO:0006355,ISS,P
LotjaGi3g1v0271000_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0271300_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0272300_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0272400_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0272700.1,GO:0016567,ISS,P
LotjaGi3g1v0272700.3,GO:0016567,ISS,P
LotjaGi3g1v0273100_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0273300_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0273900.1,GO:1902600,ISS,P
LotjaGi3g1v0273900.2,GO:1902600,ISS,P
LotjaGi3g1v0273900.3,GO:1902600,ISS,P
LotjaGi3g1v0273900.4,GO:1902600,ISS,P
LotjaGi3g1v0274000.1,GO:0006629,ISS,P
LotjaGi3g1v0274100_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0274200_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0274400.1,GO:0006260,ISS,P
LotjaGi3g1v0274500.1,GO:0006508,ISS,P
LotjaGi3g1v0274700.1,GO:0055114,ISS,P
LotjaGi3g1v0275100_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0275400.1,GO:0006468,ISS,P
LotjaGi3g1v0276600.1,GO:0006468,ISS,P
LotjaGi3g1v0276800.1,GO:0007018,ISS,P
LotjaGi3g1v0277000_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0277400.1,GO:0008033,ISS,P
LotjaGi3g1v0278300.1,GO:0006468,ISS,P
LotjaGi3g1v0278400.1,GO:0006355,ISS,P
LotjaGi3g1v0278400.2,GO:0006355,ISS,P
LotjaGi3g1v0278600.1,GO:0006633,ISS,P
LotjaGi3g1v0278700_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0278900.1,GO:0006887,ISS,P
LotjaGi3g1v0279000.1,GO:0006412,ISS,P
LotjaGi3g1v0279000.2,GO:0006412,ISS,P
LotjaGi3g1v0279100.1,GO:0030001,ISS,P
LotjaGi3g1v0279600.1,GO:0055085,ISS,P
LotjaGi3g1v0279600.2,GO:0055085,ISS,P
LotjaGi3g1v0279600.3,GO:0055085,ISS,P
LotjaGi3g1v0279700_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0279800.1,GO:0009231,ISS,P
LotjaGi3g1v0280000.1,GO:0006412,ISS,P
LotjaGi3g1v0282500.1,GO:0006355,ISS,P
LotjaGi3g1v0283300.1,GO:0006468,ISS,P
LotjaGi3g1v0283300.1,GO:0016567,ISS,P
LotjaGi3g1v0283700.1,GO:0006096,ISS,P
LotjaGi3g1v0284000.1,GO:0006468,ISS,P
LotjaGi3g1v0284800_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0284900_LC.1,GO:0006071,ISS,P
LotjaGi3g1v0285200.1,GO:0030001,ISS,P
LotjaGi3g1v0285200.1,GO:0055085,ISS,P
LotjaGi3g1v0285600.1,GO:0006886,ISS,P
LotjaGi3g1v0286400.1,GO:0006367,ISS,P
LotjaGi3g1v0286400.2,GO:0006367,ISS,P
LotjaGi3g1v0287200.1,GO:0055114,ISS,P
LotjaGi3g1v0287200.2,GO:0006081,ISS,P
LotjaGi3g1v0287200.2,GO:0055114,ISS,P
LotjaGi3g1v0287500.1,GO:0055085,ISS,P
LotjaGi3g1v0287500.4,GO:0055085,ISS,P
LotjaGi3g1v0287500.5,GO:0055085,ISS,P
LotjaGi3g1v0287500.6,GO:0055085,ISS,P
LotjaGi3g1v0287500.6,GO:0006412,ISS,P
LotjaGi3g1v0288100.1,GO:0055114,ISS,P
LotjaGi3g1v0288100.2,GO:0055114,ISS,P
LotjaGi3g1v0288100.3,GO:0055114,ISS,P
LotjaGi3g1v0288100.4,GO:0055114,ISS,P
LotjaGi3g1v0288100.5,GO:0055114,ISS,P
LotjaGi3g1v0288100.6,GO:0055114,ISS,P
LotjaGi3g1v0288200.1,GO:0055085,ISS,P
LotjaGi3g1v0288200.6,GO:0055085,ISS,P
LotjaGi3g1v0288600.1,GO:0030001,ISS,P
LotjaGi3g1v0288600.1,GO:0055085,ISS,P
LotjaGi3g1v0288800_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0288900_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0289300.1,GO:0006468,ISS,P
LotjaGi3g1v0289700.1,GO:0006355,ISS,P
LotjaGi3g1v0291800.1,GO:0006355,ISS,P
LotjaGi3g1v0292200.1,GO:0055114,ISS,P
LotjaGi3g1v0292200.2,GO:0055114,ISS,P
LotjaGi3g1v0292200.2,GO:0006979,ISS,P
LotjaGi3g1v0292200.3,GO:0055114,ISS,P
LotjaGi3g1v0292200.3,GO:0006979,ISS,P
LotjaGi3g1v0292600.1,GO:0005975,ISS,P
LotjaGi3g1v0292900.1,GO:0055114,ISS,P
LotjaGi3g1v0292900.2,GO:0055114,ISS,P
LotjaGi3g1v0293000.1,GO:0006265,ISS,P
LotjaGi3g1v0293100.1,GO:0005975,ISS,P
LotjaGi3g1v0293300.1,GO:0005975,ISS,P
LotjaGi3g1v0293500_LC.2,GO:0006334,ISS,P
LotjaGi3g1v0293600.1,GO:0005975,ISS,P
LotjaGi3g1v0293800.1,GO:0016567,ISS,P
LotjaGi3g1v0293800.2,GO:0016567,ISS,P
LotjaGi3g1v0293800.3,GO:0016567,ISS,P
LotjaGi3g1v0293800.4,GO:0016567,ISS,P
LotjaGi3g1v0294000_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0294100.1,GO:0018342,ISS,P
LotjaGi3g1v0294500_LC.1,GO:0006821,ISS,P
LotjaGi3g1v0294500_LC.1,GO:0055085,ISS,P
LotjaGi3g1v0294500_LC.2,GO:0006821,ISS,P
LotjaGi3g1v0294500_LC.2,GO:0055085,ISS,P
LotjaGi3g1v0294800.1,GO:0005975,ISS,P
LotjaGi3g1v0295000.1,GO:0005975,ISS,P
LotjaGi3g1v0295000.2,GO:0005975,ISS,P
LotjaGi3g1v0295000.3,GO:0005975,ISS,P
LotjaGi3g1v0295300.1,GO:0006355,ISS,P
LotjaGi3g1v0295300.2,GO:0006355,ISS,P
LotjaGi3g1v0295900.1,GO:0005975,ISS,P
LotjaGi3g1v0296100_LC.1,GO:0006913,ISS,P
LotjaGi3g1v0298200.1,GO:0000077,ISS,P
LotjaGi3g1v0298300.1,GO:0030071,ISS,P
LotjaGi3g1v0299000.1,GO:0007264,ISS,P
LotjaGi3g1v0299000.2,GO:0007264,ISS,P
LotjaGi3g1v0299000.3,GO:0007264,ISS,P
LotjaGi3g1v0299000.5,GO:0007264,ISS,P
LotjaGi3g1v0299200.1,GO:0006508,ISS,P
LotjaGi3g1v0299200.2,GO:0006508,ISS,P
LotjaGi3g1v0299200.3,GO:0006508,ISS,P
LotjaGi3g1v0299300_LC.1,GO:0006511,ISS,P
LotjaGi3g1v0299300_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0299600.1,GO:0000413,ISS,P
LotjaGi3g1v0299700.1,GO:0006468,ISS,P
LotjaGi3g1v0300100.1,GO:0006357,ISS,P
LotjaGi3g1v0300200.1,GO:0055114,ISS,P
LotjaGi3g1v0300400.1,GO:0006468,ISS,P
LotjaGi3g1v0300400.1,GO:0048544,ISS,P
LotjaGi3g1v0300500.1,GO:0006221,ISS,P
LotjaGi3g1v0300500.1,GO:0006241,ISS,P
LotjaGi3g1v0300800.1,GO:0006869,ISS,P
LotjaGi3g1v0300900_LC.1,GO:0006351,ISS,P
LotjaGi3g1v0300900_LC.2,GO:0006351,ISS,P
LotjaGi3g1v0301200.1,GO:0055114,ISS,P
LotjaGi3g1v0302100.1,GO:0070588,ISS,P
LotjaGi3g1v0302300.1,GO:0000398,ISS,P
LotjaGi3g1v0302800.1,GO:0006355,ISS,P
LotjaGi3g1v0302800.2,GO:0006355,ISS,P
LotjaGi3g1v0302900.1,GO:0015914,ISS,P
LotjaGi3g1v0302900.2,GO:0015914,ISS,P
LotjaGi3g1v0303000.1,GO:0055114,ISS,P
LotjaGi3g1v0303600.1,GO:0006355,ISS,P
LotjaGi3g1v0303600.2,GO:0006355,ISS,P
LotjaGi3g1v0303800.1,GO:0006355,ISS,P
LotjaGi3g1v0303800.3,GO:0006355,ISS,P
LotjaGi3g1v0303900.1,GO:0005992,ISS,P
LotjaGi3g1v0303900.2,GO:0005992,ISS,P
LotjaGi3g1v0304000.1,GO:0006741,ISS,P
LotjaGi3g1v0304000.1,GO:0019674,ISS,P
LotjaGi3g1v0304200_LC.1,GO:0045454,ISS,P
LotjaGi3g1v0305100_LC.1,GO:0006486,ISS,P
LotjaGi3g1v0305800.1,GO:0007165,ISS,P
LotjaGi3g1v0306100_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0306700_LC.1,GO:0006508,ISS,P
LotjaGi3g1v0306700_LC.2,GO:0015074,ISS,P
LotjaGi3g1v0307200_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0307200_LC.1,GO:0006508,ISS,P
LotjaGi3g1v0307700.1,GO:0006468,ISS,P
LotjaGi3g1v0307800.1,GO:0006355,ISS,P
LotjaGi3g1v0308200.1,GO:0046856,ISS,P
LotjaGi3g1v0308500.1,GO:0042545,ISS,P
LotjaGi3g1v0308600.1,GO:0042545,ISS,P
LotjaGi3g1v0308600.2,GO:0042545,ISS,P
LotjaGi3g1v0309300.1,GO:0055085,ISS,P
LotjaGi3g1v0309500.1,GO:0055085,ISS,P
LotjaGi3g1v0309600_LC.1,GO:0015914,ISS,P
LotjaGi3g1v0309800.1,GO:0055085,ISS,P
LotjaGi3g1v0309900.1,GO:0034968,ISS,P
LotjaGi3g1v0309900.1,GO:0016571,ISS,P
LotjaGi3g1v0310000.1,GO:0006508,ISS,P
LotjaGi3g1v0310400.1,GO:0007165,ISS,P
LotjaGi3g1v0310700.1,GO:0006508,ISS,P
LotjaGi3g1v0310900.1,GO:0006508,ISS,P
LotjaGi3g1v0311100_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0311400_LC.1,GO:0006508,ISS,P
LotjaGi3g1v0311900.1,GO:0006468,ISS,P
LotjaGi3g1v0311900.2,GO:0006468,ISS,P
LotjaGi3g1v0312000.1,GO:0006468,ISS,P
LotjaGi3g1v0312000.2,GO:0006468,ISS,P
LotjaGi3g1v0312400_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0312700.1,GO:0000226,ISS,P
LotjaGi3g1v0313900.1,GO:0043039,ISS,P
LotjaGi3g1v0313900.1,GO:0006419,ISS,P
LotjaGi3g1v0313900.2,GO:0043039,ISS,P
LotjaGi3g1v0313900.2,GO:0006419,ISS,P
LotjaGi3g1v0314100.1,GO:0006412,ISS,P
LotjaGi3g1v0315200.1,GO:0006412,ISS,P
LotjaGi3g1v0315200.2,GO:0006412,ISS,P
LotjaGi3g1v0315300.1,GO:0010274,ISS,P
LotjaGi3g1v0315600.1,GO:0006506,ISS,P
LotjaGi3g1v0315700.1,GO:0051726,ISS,P
LotjaGi3g1v0315700.1,GO:0000082,ISS,P
LotjaGi3g1v0315700.1,GO:0006351,ISS,P
LotjaGi3g1v0315700.1,GO:0006357,ISS,P
LotjaGi3g1v0315700.2,GO:0051726,ISS,P
LotjaGi3g1v0315700.2,GO:0000082,ISS,P
LotjaGi3g1v0315700.2,GO:0006351,ISS,P
LotjaGi3g1v0315700.2,GO:0006357,ISS,P
LotjaGi3g1v0315700.3,GO:0051726,ISS,P
LotjaGi3g1v0315700.3,GO:0000082,ISS,P
LotjaGi3g1v0315700.3,GO:0006351,ISS,P
LotjaGi3g1v0315700.3,GO:0006357,ISS,P
LotjaGi3g1v0315700.4,GO:0051726,ISS,P
LotjaGi3g1v0315700.4,GO:0000082,ISS,P
LotjaGi3g1v0315700.4,GO:0006351,ISS,P
LotjaGi3g1v0315700.4,GO:0006357,ISS,P
LotjaGi3g1v0315700.5,GO:0051726,ISS,P
LotjaGi3g1v0315700.5,GO:0000082,ISS,P
LotjaGi3g1v0315700.5,GO:0006351,ISS,P
LotjaGi3g1v0315700.5,GO:0006357,ISS,P
LotjaGi3g1v0315700.6,GO:0051726,ISS,P
LotjaGi3g1v0315700.6,GO:0000082,ISS,P
LotjaGi3g1v0315700.6,GO:0006351,ISS,P
LotjaGi3g1v0315700.6,GO:0006357,ISS,P
LotjaGi3g1v0315900.1,GO:0006351,ISS,P
LotjaGi3g1v0315900.2,GO:0006351,ISS,P
LotjaGi3g1v0316100.1,GO:0000413,ISS,P
LotjaGi3g1v0316100.1,GO:0006457,ISS,P
LotjaGi3g1v0316100.2,GO:0000413,ISS,P
LotjaGi3g1v0316100.2,GO:0006457,ISS,P
LotjaGi3g1v0316200.1,GO:1904668,ISS,P
LotjaGi3g1v0316400_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0316800.1,GO:0006355,ISS,P
LotjaGi3g1v0316800.1,GO:0006351,ISS,P
LotjaGi3g1v0316800.2,GO:0006351,ISS,P
LotjaGi3g1v0316800.3,GO:0006355,ISS,P
LotjaGi3g1v0316800.3,GO:0006351,ISS,P
LotjaGi3g1v0316800.4,GO:0006355,ISS,P
LotjaGi3g1v0316800.4,GO:0006351,ISS,P
LotjaGi3g1v0316900_LC.1,GO:0006520,ISS,P
LotjaGi3g1v0317000.1,GO:0006508,ISS,P
LotjaGi3g1v0317300.1,GO:0006508,ISS,P
LotjaGi3g1v0317700.1,GO:0055085,ISS,P
LotjaGi3g1v0318000.1,GO:0046488,ISS,P
LotjaGi3g1v0318300.1,GO:0006457,ISS,P
LotjaGi3g1v0318400.1,GO:0005975,ISS,P
LotjaGi3g1v0318900.1,GO:0006351,ISS,P
LotjaGi3g1v0318900.2,GO:0006351,ISS,P
LotjaGi3g1v0318900.3,GO:0006351,ISS,P
LotjaGi3g1v0318900.4,GO:0006351,ISS,P
LotjaGi3g1v0319100.1,GO:0006351,ISS,P
LotjaGi3g1v0319300.1,GO:0055085,ISS,P
LotjaGi3g1v0319300.1,GO:0006857,ISS,P
LotjaGi3g1v0319400.1,GO:0000160,ISS,P
LotjaGi3g1v0319400.2,GO:0000160,ISS,P
LotjaGi3g1v0320000.1,GO:0045454,ISS,P
LotjaGi3g1v0320200.1,GO:0009116,ISS,P
LotjaGi3g1v0320200.1,GO:0006207,ISS,P
LotjaGi3g1v0320200.1,GO:0044205,ISS,P
LotjaGi3g1v0320200.1,GO:0006221,ISS,P
LotjaGi3g1v0320200.5,GO:0006207,ISS,P
LotjaGi3g1v0320300.1,GO:0006511,ISS,P
LotjaGi3g1v0320300.1,GO:0007275,ISS,P
LotjaGi3g1v0320300.3,GO:0006511,ISS,P
LotjaGi3g1v0320300.3,GO:0007275,ISS,P
LotjaGi3g1v0320400.1,GO:0006508,ISS,P
LotjaGi3g1v0320600.1,GO:0006355,ISS,P
LotjaGi3g1v0320700.1,GO:0006508,ISS,P
LotjaGi3g1v0320800.1,GO:0006355,ISS,P
LotjaGi3g1v0321400.1,GO:0000413,ISS,P
LotjaGi3g1v0321500.1,GO:0046855,ISS,P
LotjaGi3g1v0321500.1,GO:0006790,ISS,P
LotjaGi3g1v0321500.1,GO:0046854,ISS,P
LotjaGi3g1v0321800.1,GO:0006468,ISS,P
LotjaGi3g1v0321900.1,GO:0006468,ISS,P
LotjaGi3g1v0322200.1,GO:0006952,ISS,P
LotjaGi3g1v0322200.2,GO:0006952,ISS,P
LotjaGi3g1v0322200.4,GO:0006952,ISS,P
LotjaGi3g1v0322300.1,GO:0055114,ISS,P
LotjaGi3g1v0322600.1,GO:0019346,ISS,P
LotjaGi3g1v0322600.2,GO:0019346,ISS,P
LotjaGi3g1v0322600.3,GO:0019346,ISS,P
LotjaGi3g1v0322600.4,GO:0019346,ISS,P
LotjaGi3g1v0322900_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0323200.1,GO:0017004,ISS,P
LotjaGi3g1v0323200.1,GO:0055114,ISS,P
LotjaGi3g1v0323300.1,GO:0006511,ISS,P
LotjaGi3g1v0323300.1,GO:0051603,ISS,P
LotjaGi3g1v0323300.2,GO:0006511,ISS,P
LotjaGi3g1v0323300.2,GO:0051603,ISS,P
LotjaGi3g1v0323400.1,GO:0006468,ISS,P
LotjaGi3g1v0323400.2,GO:0006468,ISS,P
LotjaGi3g1v0323500_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0324100_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0324300_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0324800.1,GO:0009765,ISS,P
LotjaGi3g1v0325100.1,GO:0006811,ISS,P
LotjaGi3g1v0325100.1,GO:0055085,ISS,P
LotjaGi3g1v0325100.2,GO:0006811,ISS,P
LotjaGi3g1v0325100.2,GO:0055085,ISS,P
LotjaGi3g1v0325100.3,GO:0006811,ISS,P
LotjaGi3g1v0325100.3,GO:0055085,ISS,P
LotjaGi3g1v0325300_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0325400.1,GO:0007017,ISS,P
LotjaGi3g1v0325600.1,GO:0007205,ISS,P
LotjaGi3g1v0325900.1,GO:0016579,ISS,P
LotjaGi3g1v0325900.1,GO:0006511,ISS,P
LotjaGi3g1v0326600_LC.1,GO:0006508,ISS,P
LotjaGi3g1v0327400_LC.1,GO:0006508,ISS,P
LotjaGi3g1v0327400_LC.1,GO:0019538,ISS,P
LotjaGi3g1v0327400_LC.2,GO:0006508,ISS,P
LotjaGi3g1v0327400_LC.2,GO:0019538,ISS,P
LotjaGi3g1v0327600.1,GO:0005992,ISS,P
LotjaGi3g1v0327700.1,GO:0005975,ISS,P
LotjaGi3g1v0327700.2,GO:0005975,ISS,P
LotjaGi3g1v0328000.1,GO:0006777,ISS,P
LotjaGi3g1v0328100.1,GO:0055114,ISS,P
LotjaGi3g1v0328100.2,GO:0055114,ISS,P
LotjaGi3g1v0328200_LC.1,GO:0006355,ISS,P
LotjaGi3g1v0328800.1,GO:0042545,ISS,P
LotjaGi3g1v0328900.1,GO:0042545,ISS,P
LotjaGi3g1v0329300.1,GO:0006412,ISS,P
LotjaGi3g1v0329900.1,GO:0006508,ISS,P
LotjaGi3g1v0329900.1,GO:0006627,ISS,P
LotjaGi3g1v0329900.2,GO:0006508,ISS,P
LotjaGi3g1v0329900.2,GO:0006627,ISS,P
LotjaGi3g1v0330300.1,GO:0006821,ISS,P
LotjaGi3g1v0330300.1,GO:0055085,ISS,P
LotjaGi3g1v0330300.2,GO:0006821,ISS,P
LotjaGi3g1v0330300.2,GO:0055085,ISS,P
LotjaGi3g1v0330600.1,GO:0006355,ISS,P
LotjaGi3g1v0330700.1,GO:0006468,ISS,P
LotjaGi3g1v0331000.1,GO:0000338,ISS,P
LotjaGi3g1v0331100.1,GO:0006468,ISS,P
LotjaGi3g1v0331300.1,GO:0007165,ISS,P
LotjaGi3g1v0331500.1,GO:0055114,ISS,P
LotjaGi3g1v0331800.1,GO:0006468,ISS,P
LotjaGi3g1v0331900.1,GO:0015979,ISS,P
LotjaGi3g1v0332900.1,GO:0006468,ISS,P
LotjaGi3g1v0333100.1,GO:0005975,ISS,P
LotjaGi3g1v0333400.1,GO:0006355,ISS,P
LotjaGi3g1v0333400.4,GO:0006355,ISS,P
LotjaGi3g1v0334300.1,GO:0005985,ISS,P
LotjaGi3g1v0334300.2,GO:0005985,ISS,P
LotjaGi3g1v0334300.4,GO:0005985,ISS,P
LotjaGi3g1v0334600.1,GO:0006629,ISS,P
LotjaGi3g1v0335100.1,GO:0055114,ISS,P
LotjaGi3g1v0335100.2,GO:0055114,ISS,P
LotjaGi3g1v0335500.1,GO:0006298,ISS,P
LotjaGi3g1v0335500.2,GO:0006298,ISS,P
LotjaGi3g1v0335900.1,GO:0045454,ISS,P
LotjaGi3g1v0335900.2,GO:0045454,ISS,P
LotjaGi3g1v0336000.1,GO:0045492,ISS,P
LotjaGi3g1v0336200.1,GO:0006397,ISS,P
LotjaGi3g1v0336200.11,GO:0006397,ISS,P
LotjaGi3g1v0336200.12,GO:0006397,ISS,P
LotjaGi3g1v0336200.13,GO:0006397,ISS,P
LotjaGi3g1v0336200.14,GO:0006397,ISS,P
LotjaGi3g1v0336200.2,GO:0006397,ISS,P
LotjaGi3g1v0336200.3,GO:0006397,ISS,P
LotjaGi3g1v0336200.4,GO:0006397,ISS,P
LotjaGi3g1v0336200.5,GO:0006397,ISS,P
LotjaGi3g1v0336200.6,GO:0006397,ISS,P
LotjaGi3g1v0336200.7,GO:0006397,ISS,P
LotjaGi3g1v0336500.1,GO:0030244,ISS,P
LotjaGi3g1v0336700.1,GO:0006355,ISS,P
LotjaGi3g1v0336700.1,GO:0045944,ISS,P
LotjaGi3g1v0337500.1,GO:0055114,ISS,P
LotjaGi3g1v0338000.1,GO:0006355,ISS,P
LotjaGi3g1v0338000.1,GO:0016573,ISS,P
LotjaGi3g1v0338000.4,GO:0006355,ISS,P
LotjaGi3g1v0338000.4,GO:0016573,ISS,P
LotjaGi3g1v0338200_LC.1,GO:0015074,ISS,P
LotjaGi3g1v0338300.1,GO:0016104,ISS,P
LotjaGi3g1v0338500.1,GO:0055114,ISS,P
LotjaGi3g1v0338600.1,GO:0055114,ISS,P
LotjaGi3g1v0339100.1,GO:0016104,ISS,P
LotjaGi3g1v0339100.2,GO:0016104,ISS,P
LotjaGi3g1v0339300.1,GO:0055114,ISS,P
LotjaGi3g1v0339600.1,GO:0055085,ISS,P
LotjaGi3g1v0339600.2,GO:0055085,ISS,P
LotjaGi3g1v0339600.3,GO:0055085,ISS,P
LotjaGi3g1v0339600.4,GO:0055085,ISS,P
LotjaGi3g1v0339800.2,GO:0006468,ISS,P
LotjaGi3g1v0340000.1,GO:0016104,ISS,P
LotjaGi3g1v0340000.2,GO:0016104,ISS,P
LotjaGi3g1v0340000.3,GO:0016104,ISS,P
LotjaGi3g1v0340000.4,GO:0016104,ISS,P
LotjaGi3g1v0340300.1,GO:0009733,ISS,P
LotjaGi3g1v0340400.1,GO:1902600,ISS,P
LotjaGi3g1v0340400.2,GO:1902600,ISS,P
LotjaGi3g1v0340400.3,GO:1902600,ISS,P
LotjaGi3g1v0340700.1,GO:0009733,ISS,P
LotjaGi3g1v0340800.1,GO:0009733,ISS,P
LotjaGi3g1v0341000.1,GO:0055085,ISS,P
LotjaGi3g1v0341000.2,GO:0055085,ISS,P
LotjaGi3g1v0341000.3,GO:0055085,ISS,P
LotjaGi3g1v0341300.1,GO:0042545,ISS,P
LotjaGi3g1v0341400.1,GO:0006412,ISS,P
LotjaGi3g1v0341400.2,GO:0006412,ISS,P
LotjaGi3g1v0341600.1,GO:0030163,ISS,P
LotjaGi3g1v0341600.2,GO:0030163,ISS,P
LotjaGi3g1v0341700.1,GO:0046034,ISS,P
LotjaGi3g1v0341700.1,GO:1902600,ISS,P
LotjaGi3g1v0342200.1,GO:0016126,ISS,P
LotjaGi3g1v0342200.1,GO:0055114,ISS,P
LotjaGi3g1v0342200.2,GO:0016126,ISS,P
LotjaGi3g1v0342200.2,GO:0055114,ISS,P
LotjaGi3g1v0342200.3,GO:0016126,ISS,P
LotjaGi3g1v0342200.3,GO:0055114,ISS,P
LotjaGi3g1v0342200.4,GO:0016126,ISS,P
LotjaGi3g1v0342200.4,GO:0055114,ISS,P
LotjaGi3g1v0342500.1,GO:0006468,ISS,P
LotjaGi3g1v0342500.2,GO:0006468,ISS,P
LotjaGi3g1v0342700.1,GO:0005975,ISS,P
LotjaGi3g1v0342700.3,GO:0005975,ISS,P
LotjaGi3g1v0342900.1,GO:0006468,ISS,P
LotjaGi3g1v0342900.2,GO:0006468,ISS,P
LotjaGi3g1v0343000.1,GO:0055114,ISS,P
LotjaGi3g1v0343100.1,GO:0055114,ISS,P
LotjaGi3g1v0343100.1,GO:0006564,ISS,P
LotjaGi3g1v0343400.1,GO:0006887,ISS,P
LotjaGi3g1v0343400.2,GO:0006887,ISS,P
LotjaGi3g1v0344100.1,GO:0006511,ISS,P
LotjaGi3g1v0344200_LC.1,GO:0006511,ISS,P
LotjaGi3g1v0344400_LC.1,GO:0019646,ISS,P
LotjaGi3g1v0344600_LC.1,GO:0006886,ISS,P
LotjaGi3g1v0344600_LC.1,GO:0016192,ISS,P
LotjaGi3g1v0344700.1,GO:0006886,ISS,P
LotjaGi3g1v0344700.1,GO:0016192,ISS,P
LotjaGi3g1v0344900.1,GO:0070588,ISS,P
LotjaGi3g1v0344900.3,GO:0070588,ISS,P
LotjaGi3g1v0344900.4,GO:0070588,ISS,P
LotjaGi3g1v0345100.1,GO:0000463,ISS,P
LotjaGi3g1v0345200.1,GO:0006812,ISS,P
LotjaGi3g1v0345200.1,GO:0055085,ISS,P
LotjaGi3g1v0345600.1,GO:0006355,ISS,P
LotjaGi3g1v0345600.3,GO:0006355,ISS,P
LotjaGi3g1v0345600.4,GO:0006355,ISS,P
LotjaGi3g1v0346300.1,GO:0006355,ISS,P
LotjaGi3g1v0346300.2,GO:0006355,ISS,P
LotjaGi3g1v0346300.3,GO:0006355,ISS,P
LotjaGi3g1v0346400.1,GO:0006468,ISS,P
LotjaGi3g1v0346400.2,GO:0006468,ISS,P
LotjaGi3g1v0346400.3,GO:0006468,ISS,P
LotjaGi3g1v0346400.4,GO:0006468,ISS,P
LotjaGi3g1v0346500.1,GO:0006508,ISS,P
LotjaGi3g1v0347700.1,GO:0006470,ISS,P
LotjaGi3g1v0348100.1,GO:0006468,ISS,P
LotjaGi3g1v0348400.1,GO:0042546,ISS,P
LotjaGi3g1v0348500.1,GO:0042546,ISS,P
LotjaGi3g1v0348600.1,GO:0042546,ISS,P
LotjaGi3g1v0348800.1,GO:0006813,ISS,P
LotjaGi3g1v0348800.1,GO:0006811,ISS,P
LotjaGi3g1v0348800.1,GO:0055085,ISS,P
LotjaGi3g1v0349500.1,GO:0006656,ISS,P
LotjaGi3g1v0349700.1,GO:0006284,ISS,P
LotjaGi3g1v0349700.1,GO:0006281,ISS,P
LotjaGi3g1v0349800.1,GO:0006355,ISS,P
